cfips,population,year
22037,15849,2021
22039,25220,2021
22041,15082,2021
22043,17719,2021
22045,53009,2021
22047,25887,2021
22049,12486,2021
22051,338950,2021
22053,23451,2021
22055,184470,2021
22057,75187,2021
22059,11426,2021
22061,37737,2021
22063,102990,2021
22065,8599,2021
22067,19379,2021
22069,29497,2021
22071,312340,2021
22073,116459,2021
22075,17241,2021
22077,17109,2021
22079,98330,2021
22081,6460,2021
22083,15540,2021
22085,18300,2021
22087,33856,2021
22089,39772,2021
22091,8100,2021
22093,16418,2021
22095,32522,2021
22097,60852,2021
22099,40669,2021
22101,38625,2021
22103,193703,2021
22105,99620,2021
22107,3476,2021
22109,83442,2021
22111,17419,2021
22113,44516,2021
22115,37194,2021
22117,35254,2021
22119,30365,2021
22121,19860,2021
22123,8518,2021
22125,12912,2021
22127,11371,2021
23001,84153,2021
23003,55326,2021
23005,237230,2021
23007,24566,2021
23009,45168,2021
23011,98144,2021
23013,32578,2021
23015,28480,2021
23017,46777,2021
23019,123988,2021
23021,13926,2021
23023,28707,2021
23025,40783,2021
23027,32121,2021
23029,25498,2021
23031,165549,2021
24001,58996,2021
24003,443546,2021
24005,649094,2021
24009,70189,2021
24011,25208,2021
24013,131020,2021
24015,79220,2021
24017,120955,2021
24019,25329,2021
24021,192678,2021
24023,23734,2021
24025,195654,2021
24027,240908,2021
24029,16454,2021
24031,799948,2021
24033,705633,2021
24035,38865,2021
24037,84945,2021
24039,21274,2021
24041,30310,2021
24043,117164,2021
24045,80034,2021
24047,42799,2021
24510,483209,2021
25001,180919,2021
25003,104779,2021
25005,444436,2021
25007,14105,2021
25009,615581,2021
25011,58214,2021
25013,366129,2021
25015,137121,2021
25017,1281363,2021
25019,8857,2021
25021,552309,2021
25023,403378,2021
25025,662970,2021
25027,649132,2021
26001,9010,2021
26003,7765,2021
26005,87854,2021
26007,23176,2021
26009,18964,2021
26011,12349,2021
26013,6913,2021
26015,47069,2021
26017,82826,2021
26019,14365,2021
26021,120304,2021
26023,33475,2021
26025,103329,2021
26027,40763,2021
26029,21130,2021
26031,21161,2021
26033,30748,2021
26035,24574,2021
26037,60710,2021
26039,11381,2021
26041,28825,2021
26043,20390,2021
26045,86404,2021
26047,26647,2021
26049,315087,2021
26051,20434,2021
26053,12708,2021
26055,73418,2021
26057,32764,2021
26059,35712,2021
26061,28785,2021
26063,25285,2021
26065,232694,2021
26067,49467,2021
26069,21041,2021
26071,9364,2021
26073,58416,2021
26075,124222,2021
26077,205682,2021
26079,13900,2021
26081,489908,2021
26083,1799,2021
26085,9903,2021
26087,69625,2021
26089,18116,2021
26091,77525,2021
26093,148558,2021
26095,5292,2021
26097,9090,2021
26099,685403,2021
26101,20185,2021
26103,54669,2021
26105,23024,2021
26107,35194,2021
26109,18816,2021
26111,65410,2021
26113,11548,2021
26115,117373,2021
26117,49169,2021
26119,7884,2021
26121,132981,2021
26123,37429,2021
26125,987162,2021
26127,20347,2021
26129,17032,2021
26131,5151,2021
26133,18010,2021
26135,6668,2021
26137,19334,2021
26139,217278,2021
26141,10658,2021
26143,20194,2021
26145,150491,2021
26147,125663,2021
26149,45830,2021
26151,32353,2021
26153,6659,2021
26155,53741,2021
26157,41979,2021
26159,57628,2021
26161,298124,2021
26163,1339576,2021
26165,25497,2021
27001,13183,2021
27003,266219,2021
27005,25715,2021
27007,34717,2021
27009,29985,2021
27011,3963,2021
27013,53585,2021
27015,19701,2021
27017,27590,2021
27019,74441,2021
27021,23081,2021
27023,9164,2021
27025,42621,2021
27027,47938,2021
27029,6630,2021
27031,4553,2021
27033,8555,2021
27035,50248,2021
27037,317987,2021
27039,15238,2021
27041,29449,2021
27043,10765,2021
27045,15830,2021
27047,23777,2021
27049,35886,2021
27051,4606,2021
27053,971097,2021
27055,14609,2021
27057,16577,2021
27059,30026,2021
27061,35655,2021
27063,7805,2021
27065,12625,2021
27067,32394,2021
27069,3383,2021
27071,10225,2021
27073,5415,2021
27075,8706,2021
27077,2972,2021
27079,21450,2021
27081,4357,2021
27083,19202,2021
27085,27526,2021
27087,3762,2021
27089,7235,2021
27091,15523,2021
27093,17481,2021
27095,19634,2021
27097,25323,2021
27099,29862,2021
27101,6515,2021
27103,26485,2021
27105,15829,2021
27107,4983,2021
27109,116680,2021
27111,45560,2021
27113,10870,2021
27115,23413,2021
27117,6846,2021
27119,23911,2021
27121,8729,2021
27123,417404,2021
27125,3030,2021
27127,11554,2021
27129,11278,2021
27131,51666,2021
27133,7007,2021
27135,11609,2021
27137,161637,2021
27139,104800,2021
27141,69300,2021
27143,11365,2021
27145,121794,2021
27147,27482,2021
27149,7716,2021
27151,7246,2021
27153,18665,2021
27155,2659,2021
27157,16908,2021
27159,10199,2021
27161,14365,2021
27163,192870,2021
27165,8287,2021
27167,4863,2021
27169,41564,2021
27171,96617,2021
27173,7553,2021
28001,24778,2021
28003,28436,2021
28005,9845,2021
28007,13769,2021
28009,6463,2021
28011,23932,2021
28013,11055,2021
28015,8132,2021
28017,12899,2021
28019,6462,2021
28021,7113,2021
28023,12239,2021
28025,15112,2021
28027,16900,2021
28029,21888,2021
28031,14272,2021
28033,132598,2021
28035,57778,2021
28037,5899,2021
28039,17576,2021
28041,10996,2021
28043,16070,2021
28045,37110,2021
28047,155213,2021
28049,180340,2021
28051,13139,2021
28053,6140,2021
28055,1162,2021
28057,18348,2021
28059,108782,2021
28061,12758,2021
28063,5545,2021
28065,9055,2021
28067,51019,2021
28069,8062,2021
28071,43713,2021
28073,46408,2021
28075,58232,2021
28077,9542,2021
28079,16722,2021
28081,63443,2021
28083,21086,2021
28085,26105,2021
28087,45141,2021
28089,78261,2021
28091,19234,2021
28093,28000,2021
28095,27570,2021
28097,7781,2021
28099,21228,2021
28101,15946,2021
28103,8019,2021
28105,40891,2021
28107,25619,2021
28109,42805,2021
28111,9225,2021
28113,29132,2021
28115,23209,2021
28117,19537,2021
28119,5492,2021
28121,116861,2021
28123,20801,2021
28125,3331,2021
28127,20435,2021
28129,12192,2021
28131,14310,2021
28133,20185,2021
28135,11341,2021
28137,21831,2021
28139,16638,2021
28141,15211,2021
28143,7044,2021
28145,21349,2021
28147,11110,2021
28149,35338,2021
28151,34023,2021
28153,15345,2021
28155,7451,2021
28157,6977,2021
28159,14152,2021
28161,9573,2021
28163,22201,2021
29001,20641,2021
29003,13468,2021
29005,4219,2021
29007,19717,2021
29009,27476,2021
29011,8988,2021
29013,12440,2021
29015,15777,2021
29017,9562,2021
29019,141592,2021
29021,68413,2021
29023,32617,2021
29025,6884,2021
29027,35375,2021
29029,37257,2021
29031,61681,2021
29033,6787,2021
29035,4679,2021
29037,78383,2021
29039,10653,2021
29041,5776,2021
29043,63779,2021
29045,5232,2021
29047,183577,2021
29049,15564,2021
29051,59479,2021
29053,13828,2021
29055,18595,2021
29057,6005,2021
29059,12693,2021
29061,6164,2021
29063,10436,2021
29065,12007,2021
29067,10413,2021
29069,22342,2021
29071,79400,2021
29073,11668,2021
29075,4977,2021
29077,229251,2021
29079,7664,2021
29081,6408,2021
29083,16931,2021
29085,7804,2021
29087,3529,2021
29089,7842,2021
29091,30504,2021
29093,8051,2021
29095,531172,2021
29097,89855,2021
29099,171539,2021
29101,42130,2021
29103,3004,2021
29105,26839,2021
29107,25090,2021
29109,28513,2021
29111,7720,2021
29113,42058,2021
29115,9237,2021
29117,11808,2021
29119,17000,2021
29121,11592,2021
29123,9396,2021
29125,7030,2021
29127,21784,2021
29129,2756,2021
29131,19210,2021
29133,10716,2021
29135,12094,2021
29137,6780,2021
29139,8924,2021
29141,15638,2021
29143,13457,2021
29145,44203,2021
29147,18788,2021
29149,8226,2021
29151,10470,2021
29153,7379,2021
29155,12328,2021
29157,14641,2021
29159,31831,2021
29161,35220,2021
29163,14413,2021
29165,76733,2021
29167,24410,2021
29169,40903,2021
29171,3669,2021
29173,8052,2021
29175,19427,2021
29177,17659,2021
29179,5041,2021
29181,10451,2021
29183,301339,2021
29185,7542,2021
29186,13965,2021
29187,52647,2021
29189,776555,2021
29195,17665,2021
29197,3358,2021
29199,3488,2021
29201,29420,2021
29203,6414,2021
29205,4558,2021
29207,22811,2021
29209,26340,2021
29211,4854,2021
29213,43406,2021
29215,20069,2021
29217,15601,2021
29219,26240,2021
29221,19189,2021
29223,10364,2021
29225,28218,2021
29227,1617,2021
29229,13569,2021
29510,248355,2021
30001,7761,2021
30003,8846,2021
30005,4712,2021
30007,4788,2021
30009,8719,2021
30011,1044,2021
30013,63280,2021
30015,4376,2021
30017,9154,2021
30019,1336,2021
30021,7105,2021
30023,7656,2021
30025,2194,2021
30027,8875,2021
30029,77877,2021
30031,86415,2021
30033,824,2021
30035,9396,2021
30037,623,2021
30039,2686,2021
30041,11890,2021
30043,9405,2021
30045,1555,2021
30047,22854,2021
30049,53190,2021
30051,1818,2021
30053,15979,2021
30055,1369,2021
30057,7029,2021
30059,1525,2021
30061,3467,2021
30063,95044,2021
30065,3820,2021
30067,13473,2021
30069,362,2021
30071,3125,2021
30073,4523,2021
30075,1346,2021
30077,5824,2021
30079,967,2021
30081,34287,2021
30083,8366,2021
30085,7429,2021
30087,6537,2021
30089,9600,2021
30091,2775,2021
30093,27753,2021
30095,7360,2021
30097,2976,2021
30099,4618,2021
30101,3961,2021
30103,562,2021
30105,5825,2021
30107,1604,2021
30109,821,2021
30111,121557,2021
31001,24076,2021
31003,4850,2021
31005,308,2021
31007,559,2021
31009,373,2021
31011,4051,2021
31013,8176,2021
31015,1543,2021
31017,2415,2021
31019,37660,2021
31021,5048,2021
31023,6127,2021
31025,19656,2021
31027,6342,2021
31029,2909,2021
31031,4437,2021
31033,7348,2021
31035,4668,2021
31037,7523,2021
31039,6750,2021
31041,8275,2021
31043,14306,2021
31045,7234,2021
31047,17235,2021
31049,1472,2021
31051,4292,2021
31053,27878,2021
31055,416343,2021
31057,1455,2021
31059,4432,2021
31061,2430,2021
31063,2122,2021
31065,3689,2021
31067,16711,2021
31069,1489,2021
31071,1604,2021
31073,1661,2021
31075,550,2021
31077,1822,2021
31079,44464,2021
31081,7031,2021
31083,2588,2021
31085,703,2021
31087,2171,2021
31089,7697,2021
31091,578,2021
31093,4864,2021
31095,5580,2021
31097,4200,2021
31099,4893,2021
31101,6444,2021
31103,561,2021
31105,2852,2021
31107,6392,2021
31109,241484,2021
31111,26909,2021
31113,671,2021
31115,512,2021
31117,334,2021
31119,26264,2021
31121,6061,2021
31123,3648,2021
31125,2761,2021
31127,5507,2021
31129,3357,2021
31131,12122,2021
31133,2096,2021
31135,2181,2021
31137,6946,2021
31139,5354,2021
31141,24475,2021
31143,4026,2021
31145,8311,2021
31147,6260,2021
31149,1148,2021
31151,10728,2021
31153,131250,2021
31155,16018,2021
31157,27101,2021
31159,13166,2021
31161,4068,2021
31163,2404,2021
31165,965,2021
31167,4460,2021
31169,3904,2021
31171,518,2021
31173,4601,2021
31175,3268,2021
31177,15358,2021
31179,7451,2021
31181,2731,2021
31183,626,2021
31185,10583,2021
32001,18723,2021
32003,1671551,2021
32005,39961,2021
32007,37965,2021
32009,808,2021
32011,1431,2021
32013,12267,2021
32015,4122,2021
32017,4245,2021
32019,42614,2021
32021,3633,2021
32023,36784,2021
32027,5505,2021
32029,3273,2021
32031,357214,2021
32033,7690,2021
32510,43554,2021
33001,49488,2021
33003,40372,2021
33005,62353,2021
33007,26495,2021
33009,75064,2021
33011,327471,2021
33013,120868,2021
33015,246157,2021
33017,104952,2021
33019,34940,2021
34001,209020,2021
34003,732136,2021
34005,351833,2021
34007,390880,2021
34009,76695,2021
34011,115733,2021
34013,606038,2021
34015,226759,2021
34017,532464,2021
34019,100018,2021
34021,289218,2021
34023,645442,2021
34025,488518,2021
34027,387834,2021
34029,453916,2021
34031,383156,2021
34033,49345,2021
34035,256548,2021
34037,113045,2021
34039,423700,2021
34041,84684,2021
35001,528299,2021
35003,2986,2021
35005,47705,2021
35006,20521,2021
35007,9924,2021
35009,36526,2021
35011,1343,2021
35013,162455,2021
35015,42410,2021
35017,22091,2021
35019,3522,2021
35021,380,2021
35023,3348,2021
35025,49136,2021
35027,15880,2021
35028,14379,2021
35029,17721,2021
35031,51456,2021
35033,4010,2021
35035,50691,2021
35037,6438,2021
35039,29948,2021
35041,14282,2021
35043,109069,2021
35045,92485,2021
35047,22457,2021
35049,121803,2021
35051,9288,2021
35053,13015,2021
35055,26871,2021
35057,12243,2021
35059,3297,2021
35061,57999,2021
36001,250068,2021
36003,37247,2021
36005,1076664,2021
36007,155560,2021
36009,59937,2021
36011,62031,2021
36013,102176,2021
36015,66568,2021
36017,37958,2021
36019,66055,2021
36021,49720,2021
36023,38698,2021
36025,37309,2021
36027,237558,2021
36029,731783,2021
36031,31305,2021
36033,40417,2021
36035,42710,2021
36037,46051,2021
36039,39515,2021
36041,3890,2021
36043,49187,2021
36045,85560,2021
36047,1995328,2021
36049,20445,2021
36051,52201,2021
36053,57390,2021
36055,587409,2021
36057,37996,2021
36059,1062767,2021
36061,1397057,2021
36063,168296,2021
36065,181034,2021
36067,363789,2021
36069,87192,2021
36071,282793,2021
36073,32850,2021
36075,93217,2021
36077,50269,2021
36079,78919,2021
36081,1825065,2021
36083,128104,2021
36085,370655,2021
36087,233530,2021
36089,86740,2021
36091,182013,2021
36093,121385,2021
36095,25679,2021
36097,14470,2021
36099,27511,2021
36101,75516,2021
36103,1165619,2021
36105,59174,2021
36107,38415,2021
36109,87374,2021
36111,146740,2021
36113,52468,2021
36115,49880,2021
36117,71029,2021
36119,753789,2021
36121,32289,2021
36123,19456,2021
37001,126786,2021
37003,29645,2021
37005,9090,2021
37007,20071,2021
37009,22007,2021
37011,14926,2021
37013,37560,2021
37015,15986,2021
37017,26416,2021
37019,111188,2021
37021,208730,2021
37023,72924,2021
37025,153305,2021
37027,65194,2021
37029,8158,2021
37031,56799,2021
37033,18415,2021
37035,122363,2021
37037,56749,2021
37039,23224,2021
37041,11185,2021
37043,9030,2021
37045,75870,2021
37047,44107,2021
37049,80154,2021
37051,250553,2021
37053,20526,2021
37055,29241,2021
37057,128727,2021
37059,33242,2021
37061,44648,2021
37063,246027,2021
37065,40636,2021
37067,288157,2021
37069,51646,2021
37071,169463,2021
37073,9187,2021
37075,6760,2021
37077,47027,2021
37079,16720,2021
37081,409724,2021
37083,40179,2021
37085,97382,2021
37087,49904,2021
37089,92852,2021
37091,19449,2021
37093,39046,2021
37095,4122,2021
37097,134877,2021
37099,35728,2021
37101,146366,2021
37103,7781,2021
37105,45730,2021
37107,43975,2021
37109,65155,2021
37111,35969,2021
37113,28419,2021
37115,17575,2021
37117,18161,2021
37119,818217,2021
37121,12194,2021
37123,21150,2021
37125,76527,2021
37127,73148,2021
37129,185263,2021
37131,16409,2021
37133,147439,2021
37135,116319,2021
37137,10772,2021
37139,30703,2021
37141,46925,2021
37143,10892,2021
37145,31010,2021
37147,140020,2021
37149,17183,2021
37151,110427,2021
37153,34740,2021
37155,99191,2021
37157,72421,2021
37159,108856,2021
37161,52805,2021
37163,47829,2021
37165,27030,2021
37167,48199,2021
37169,36967,2021
37171,56577,2021
37173,10974,2021
37175,28369,2021
37177,3525,2021
37179,168085,2021
37181,33865,2021
37183,810604,2021
37185,16254,2021
37187,9504,2021
37189,47773,2021
37191,94191,2021
37193,54375,2021
37195,62603,2021
37197,29632,2021
37199,14459,2021
38001,1798,2021
38003,8682,2021
38005,4485,2021
38007,725,2021
38009,5122,2021
38011,2378,2021
38013,1587,2021
38015,72819,2021
38017,137360,2021
38019,2990,2021
38021,3782,2021
38023,1874,2021
38025,3342,2021
38027,1806,2021
38029,2678,2021
38031,2563,2021
38033,1435,2021
38035,55640,2021
38037,1866,2021
38039,1899,2021
38041,2029,2021
38043,1938,2021
38045,3254,2021
38047,1492,2021
38049,4481,2021
38051,2146,2021
38053,9122,2021
38055,7519,2021
38057,6551,2021
38059,24156,2021
38061,7532,2021
38063,2363,2021
38065,1357,2021
38067,5510,2021
38069,3246,2021
38071,8891,2021
38073,4214,2021
38075,1836,2021
38077,12767,2021
38079,9606,2021
38081,3108,2021
38083,1178,2021
38085,2801,2021
38087,594,2021
38089,23040,2021
38091,1402,2021
38093,16769,2021
38095,1727,2021
38097,6227,2021
38099,8299,2021
38101,52534,2021
38103,3125,2021
38105,25328,2021
39001,21085,2021
39003,79244,2021
39005,41384,2021
39007,76153,2021
39009,56231,2021
39011,34668,2021
39013,55129,2021
39015,33558,2021
39017,290232,2021
39019,21625,2021
39021,30124,2021
39023,104308,2021
39025,156677,2021
39027,32158,2021
39029,82003,2021
39031,27962,2021
39033,32679,2021
39035,986297,2021
39037,39209,2021
39039,29366,2021
39041,147438,2021
39043,59482,2021
39045,117231,2021
39047,21851,2021
39049,988680,2021
39051,32215,2021
39053,23167,2021
39055,72110,2021
39057,132135,2021
39059,30429,2021
39061,625690,2021
39063,58900,2021
39065,24147,2021
39067,12014,2021
39069,20812,2021
39071,32708,2021
39073,22118,2021
39075,29963,2021
39077,44148,2021
39079,24621,2021
39081,53539,2021
39083,47450,2021
39085,183390,2021
39087,46962,2021
39089,133301,2021
39091,34716,2021
39093,239317,2021
39095,331608,2021
39097,35062,2021
39099,183567,2021
39101,51552,2021
39103,137718,2021
39105,18096,2021
39107,30361,2021
39109,80975,2021
39111,11023,2021
39113,413674,2021
39115,11547,2021
39117,26908,2021
39119,66413,2021
39121,11750,2021
39123,33008,2021
39125,14351,2021
39127,27492,2021
39129,45246,2021
39131,21499,2021
39133,131817,2021
39135,31816,2021
39137,25255,2021
39139,94838,2021
39141,60407,2021
39143,45635,2021
39145,59450,2021
39147,43163,2021
39149,36493,2021
39151,291983,2021
39153,427089,2021
39155,159039,2021
39157,71235,2021
39159,42718,2021
39161,21641,2021
39163,10124,2021
39165,171943,2021
39167,48538,2021
39169,87784,2021
39171,28457,2021
39173,103559,2021
39175,16927,2021
40001,16220,2021
40003,4724,2021
40005,10720,2021
40007,3970,2021
40009,16704,2021
40011,7591,2021
40013,35541,2021
40015,21877,2021
40017,103721,2021
40019,36160,2021
40021,37825,2021
40023,11212,2021
40025,1617,2021
40027,218673,2021
40029,4207,2021
40031,92882,2021
40033,4521,2021
40035,11216,2021
40037,54365,2021
40039,21788,2021
40041,33743,2021
40043,3571,2021
40045,3084,2021
40047,46324,2021
40049,20841,2021
40051,41773,2021
40053,3323,2021
40055,4670,2021
40057,2054,2021
40059,2785,2021
40061,9628,2021
40063,10419,2021
40065,18700,2021
40067,4658,2021
40069,8447,2021
40071,33310,2021
40073,11453,2021
40075,6779,2021
40077,8110,2021
40079,37850,2021
40081,26418,2021
40083,35809,2021
40085,7577,2021
40087,29170,2021
40089,24610,2021
40091,15751,2021
40093,5714,2021
40095,12652,2021
40097,31360,2021
40099,10691,2021
40101,51910,2021
40103,8569,2021
40105,7948,2021
40107,9286,2021
40109,585760,2021
40111,29529,2021
40113,36783,2021
40115,23605,2021
40117,12509,2021
40119,66162,2021
40121,34332,2021
40123,29356,2021
40125,54902,2021
40127,8659,2021
40129,2730,2021
40131,69644,2021
40133,18615,2021
40135,31823,2021
40137,33480,2021
40139,14829,2021
40141,5656,2021
40143,482773,2021
40145,59612,2021
40147,39540,2021
40149,8405,2021
40151,7184,2021
40153,15497,2021
41001,12885,2021
41003,76193,2021
41005,321443,2021
41007,31642,2021
41009,40373,2021
41011,51899,2021
41013,18452,2021
41015,19351,2021
41017,148371,2021
41019,87952,2021
41021,1505,2021
41023,5903,2021
41025,5768,2021
41027,17612,2021
41029,171765,2021
41031,18049,2021
41033,69356,2021
41035,52397,2021
41037,6360,2021
41039,303907,2021
41041,40337,2021
41043,96638,2021
41045,22696,2021
41047,255397,2021
41049,8190,2021
41051,651525,2021
41053,64102,2021
41055,1365,2021
41057,21356,2021
41059,57511,2021
41061,20537,2021
41063,5721,2021
41065,20262,2021
41067,452589,2021
41069,1175,2021
41071,81276,2021
42001,81666,2021
42003,992084,2021
42005,53188,2021
42007,133620,2021
42009,38838,2021
42011,323987,2021
42013,98025,2021
42015,47532,2021
42017,497637,2021
42019,149097,2021
42021,107313,2021
42023,3844,2021
42025,51497,2021
42027,137614,2021
42029,400470,2021
42031,31410,2021
42033,65031,2021
42035,31039,2021
42037,54109,2021
42039,67728,2021
42041,198771,2021
42043,213563,2021
42045,439657,2021
42047,24453,2021
42049,214920,2021
42051,105957,2021
42053,6528,2021
42055,119528,2021
42057,11588,2021
42059,29760,2021
42061,37097,2021
42063,69726,2021
42065,34530,2021
42067,19051,2021
42069,167666,2021
42071,412824,2021
42073,69438,2021
42075,107697,2021
42077,282266,2021
42079,255108,2021
42081,90869,2021
42083,33199,2021
42085,89645,2021
42087,35886,2021
42089,134697,2021
42091,645167,2021
42093,14562,2021
42095,242084,2021
42097,73738,2021
42099,36111,2021
42101,1233514,2021
42103,45421,2021
42105,13308,2021
42107,114466,2021
42109,32008,2021
42111,60746,2021
42113,5415,2021
42115,33263,2021
42117,32788,2021
42119,37047,2021
42121,41651,2021
42123,32016,2021
42125,166642,2021
42127,42816,2021
42129,287443,2021
42131,21972,2021
42133,346808,2021
44001,39460,2021
44003,132809,2021
44005,68669,2021
44007,504118,2021
44009,104831,2021
45001,19550,2021
45003,131635,2021
45005,7330,2021
45007,152573,2021
45009,11485,2021
45011,16195,2021
45013,150750,2021
45015,163482,2021
45017,11815,2021
45019,321701,2021
45021,43673,2021
45023,25041,2021
45025,35753,2021
45027,27330,2021
45029,29158,2021
45031,51996,2021
45033,22881,2021
45035,119061,2021
45037,21992,2021
45039,18211,2021
45041,105501,2021
45043,50385,2021
45045,389402,2021
45047,54241,2021
45049,15334,2021
45051,271267,2021
45053,22660,2021
45055,49808,2021
45057,72241,2021
45059,52143,2021
45061,13964,2021
45063,222622,2021
45065,8368,2021
45067,24096,2021
45069,21241,2021
45071,29858,2021
45073,61878,2021
45075,68267,2021
45077,100418,2021
45079,322799,2021
45081,15864,2021
45083,236059,2021
45085,80912,2021
45087,21591,2021
45089,24696,2021
45091,201077,2021
46003,2025,2021
46005,13392,2021
46007,2199,2021
46009,5591,2021
46011,27543,2021
46013,29773,2021
46015,3931,2021
46017,1259,2021
46019,7700,2021
46021,1174,2021
46023,6568,2021
46025,2727,2021
46027,11599,2021
46029,21347,2021
46031,2638,2021
46033,7331,2021
46035,15456,2021
46037,4258,2021
46039,3291,2021
46041,3676,2021
46043,2208,2021
46045,2940,2021
46047,5589,2021
46049,1797,2021
46051,5576,2021
46053,3202,2021
46055,1468,2021
46057,4126,2021
46059,2554,2021
46061,2339,2021
46063,1006,2021
46065,13506,2021
46067,5492,2021
46069,1066,2021
46071,2251,2021
46073,1594,2021
46075,649,2021
46077,3841,2021
46079,10102,2021
46081,20973,2021
46083,40783,2021
46085,2716,2021
46087,4029,2021
46089,1805,2021
46091,3597,2021
46093,21284,2021
46095,1400,2021
46097,1660,2021
46099,140957,2021
46101,4838,2021
46102,9010,2021
46103,84919,2021
46105,2274,2021
46107,1816,2021
46109,7493,2021
46111,1807,2021
46115,4909,2021
46117,2329,2021
46119,1009,2021
46121,5934,2021
46123,4201,2021
46125,6309,2021
46127,11645,2021
46129,4199,2021
46135,17905,2021
46137,1945,2021
47001,59971,2021
47003,36007,2021
47005,12991,2021
47007,12004,2021
47009,103394,2021
47011,82395,2021
47013,31574,2021
47015,11159,2021
47017,21929,2021
47019,45875,2021
47021,31273,2021
47023,13315,2021
47025,25709,2021
47027,6104,2021
47029,28242,2021
47031,41978,2021
47033,10955,2021
47035,48702,2021
47037,542482,2021
47039,9182,2021
47041,15515,2021
47043,40347,2021
47045,28464,2021
47047,32296,2021
47049,14361,2021
47051,33249,2021
47053,37347,2021
47055,23172,2021
47057,18397,2021
47059,55469,2021
47061,10450,2021
47063,49194,2021
47065,285626,2021
47067,5198,2021
47069,20620,2021
47071,20400,2021
47073,45150,2021
47075,13624,2021
47077,21589,2021
47079,25589,2021
47081,19552,2021
47083,6408,2021
47085,14555,2021
47087,9571,2021
47089,42971,2021
47091,14759,2021
47093,363632,2021
47095,6340,2021
47097,20013,2021
47099,32489,2021
47101,9399,2021
47103,26337,2021
47105,42044,2021
47107,41805,2021
47109,20164,2021
47111,18047,2021
47113,75597,2021
47115,22501,2021
47117,25164,2021
47119,70429,2021
47121,9623,2021
47123,36143,2021
47125,146338,2021
47127,5094,2021
47129,17368,2021
47131,23705,2021
47133,17216,2021
47135,6202,2021
47137,4148,2021
47139,13478,2021
47141,61282,2021
47143,25127,2021
47145,43062,2021
47147,53271,2021
47149,237642,2021
47151,16661,2021
47153,11802,2021
47155,77173,2021
47157,701193,2021
47159,15159,2021
47161,10563,2021
47163,126473,2021
47165,139881,2021
47167,46303,2021
47169,8301,2021
47171,14726,2021
47173,15243,2021
47175,4676,2021
47177,31074,2021
47179,103173,2021
47181,13643,2021
47183,27029,2021
47185,20829,2021
47187,163602,2021
47189,104158,2021
48001,46562,2021
48003,12348,2021
48005,64874,2021
48007,19873,2021
48009,6822,2021
48011,1517,2021
48013,35910,2021
48015,22632,2021
48017,5039,2021
48019,18406,2021
48021,62956,2021
48023,2831,2021
48025,25709,2021
48027,251816,2021
48029,1450476,2021
48031,9380,2021
48033,434,2021
48035,14396,2021
48037,71225,2021
48039,265058,2021
48041,177136,2021
48043,7462,2021
48045,1220,2021
48047,5251,2021
48049,29468,2021
48051,14043,2021
48053,36579,2021
48055,31996,2021
48057,16313,2021
48059,10754,2021
48061,291932,2021
48063,9481,2021
48065,4533,2021
48067,23274,2021
48069,5443,2021
48071,29721,2021
48073,38797,2021
48075,5967,2021
48077,8276,2021
48079,2106,2021
48081,2612,2021
48083,6549,2021
48085,717859,2021
48087,2225,2021
48089,16233,2021
48091,109451,2021
48093,10510,2021
48095,2770,2021
48097,30491,2021
48099,57851,2021
48101,1129,2021
48103,3334,2021
48105,2638,2021
48107,4268,2021
48109,1576,2021
48111,5002,2021
48113,1919530,2021
48115,9483,2021
48117,12870,2021
48119,4027,2021
48121,624909,2021
48123,15733,2021
48125,1761,2021
48127,7369,2021
48129,2674,2021
48131,8368,2021
48133,14450,2021
48135,112124,2021
48137,1634,2021
48139,127214,2021
48141,606560,2021
48143,33090,2021
48145,13600,2021
48147,27219,2021
48149,19984,2021
48151,2986,2021
48153,4247,2021
48155,1044,2021
48157,553725,2021
48159,8126,2021
48161,15228,2021
48163,15129,2021
48165,13250,2021
48167,251621,2021
48169,5108,2021
48171,21129,2021
48173,1167,2021
48175,5927,2021
48177,15125,2021
48179,16675,2021
48181,99914,2021
48183,91508,2021
48185,21675,2021
48187,118633,2021
48189,24618,2021
48191,2370,2021
48193,6601,2021
48195,3876,2021
48197,3125,2021
48199,42736,2021
48201,3400738,2021
48203,49680,2021
48205,4451,2021
48207,4674,2021
48209,163997,2021
48211,2733,2021
48213,63606,2021
48215,573438,2021
48217,27368,2021
48219,17034,2021
48221,46028,2021
48223,27396,2021
48225,18456,2021
48227,28313,2021
48229,3332,2021
48231,71636,2021
48233,15858,2021
48235,1195,2021
48237,6975,2021
48239,11043,2021
48241,26936,2021
48243,1865,2021
48245,193418,2021
48247,3558,2021
48249,29509,2021
48251,123646,2021
48253,16461,2021
48255,12308,2021
48257,89469,2021
48259,33413,2021
48261,400,2021
48263,488,2021
48265,41841,2021
48267,3441,2021
48269,167,2021
48271,3189,2021
48273,23451,2021
48275,2717,2021
48277,37786,2021
48279,9457,2021
48281,16230,2021
48283,5918,2021
48285,15276,2021
48287,13274,2021
48289,13328,2021
48291,61848,2021
48293,18143,2021
48295,2496,2021
48297,9712,2021
48299,17887,2021
48301,73,2021
48303,231747,2021
48305,4252,2021
48307,6241,2021
48309,188969,2021
48311,550,2021
48313,11155,2021
48315,8221,2021
48317,3894,2021
48319,3190,2021
48321,27281,2021
48323,39848,2021
48325,38460,2021
48327,1853,2021
